Date of Exp,Star Rating,Reviews
3/17/17,5,"There is opinion that main agents charge well over the odds and don't give much of a service. NOT TRUE for VW Inchcape at Eastwood.
They have had problems in the past but are now excellent! It is the people who are there that make the firm and currently they work very well as a team from the intial 'phone call going through to the correct person, if there is a delay then they offer to 'phone back - and actually do so. The technicians come to reception if needed and they are very well VW trained. Yes the main agent is going to cost more than a small workshop as training and updating has to be cost included.
End result has been very good so far - just hope it carries on at the excellent level. Very 'team' orinated."
3/17/17,4,"Good experience re the purchase - no problem, e.g., no friction, no hassle.
One criticism is that we found the customers' waiting area is too cramped - at least for our liking, i.e., we found ourselves rubbing shoulders and elbows with other Inchcape VW Southend-on-Sea-ers (that is, when some weren't busy stashing the complimentary cans of fizzy drinks in their handbags!)"
3/17/17,5,"I found that having my Discovery serviced at Hunters Land Rover was so easy, and courteous, and good value and service."
3/17/17,5,"Everything was done very quickly and very efficiently. Extremely happy with the service I've received up until now and a big thank you to Tom at Stockport for everything. Top man despite the football team!

Ryan Towers"
3/17/17,5,The transaction could not have been smoother. Excellent knowledgeable staff.
3/17/17,5,All very professional
3/17/17,5,"We were very satisfied with our visit to Inchape Shrewsbury, as usual it was 100% successful."
3/17/17,5,"Ricky Forrest dealt with my purchase from start to finish he was very professional , courteous and helpful nothing was a problem for him . Was made to feel welcome on arrival by the girls on reception as well . Really appreciated the video message when my car arrived and the personal unveiling of it on collection . Great experience will be seeing you all again when I purchase my next Audi"
3/17/17,5,"Felt very welcome, wasn't smothered and put under any unnecessary pressure. The service I recieved from Tom Matten was first class and nothing was too much trouble, he went above and beyond and I was impressed with his in depth and technical knowledge of Audi. I drove away in the perfect car for me and my family."
3/17/17,5,"From the first call to collection the service was second to none.
It's the first time a company has updated me with progress before I had a chance to chase them. I hope that the service team are as efficient as the sales team."
3/17/17,5,Very Professional service !!!
3/17/17,4,"The service I received was great, and communication was also brill.

Obviously it could have been cheaper, but then that will always be an issue!"
3/17/17,5,"FROM THE ORIGINAL SALES PERSON, THROUGH HANDOVER (DUE TO MATERNITY LEAVE) AND FROM MY PART-EX COLLECTION TO DELIVERY OF MY NEW VEHICLE EXCEPTIONAL SERVICE THROUGHOUT. ALL PERSONS ARE AN ASSEST TO THE BRAND EXCEEDING EXPECTATIONS."
3/17/17,5,Great customer service and friendly attitude. Keep up the good work.
3/17/17,5,The staff were very good indeed. The showroom staff were extremely welcoming and the sales staff were extremely helpful. Our test drives were arranged with no fuss and the discount offered was very competitive. Hand over of the car was slick and very professional with all aspects of the car and after care serviced explained clearly. The team at Lexus Guildford are a credit to the brand - all the old horror stories about car sales establishments were banished. A great service and enjoyable experience. Well done to everyone involved.
3/17/17,5,Needed the fuel tank replaced urgently and they stepped up to the mark and did it the time needed. Thanks Inchscape Chelmesford.
3/16/17,5,"excellent customer service
as with all these sites I cannot comment on the car service as I was neither watching over the mechanic nor have I a clue about car engines however the service I got as a customer was super excellent!!!!"
3/16/17,5,Transaction went smoothly they did everything they said they would.
3/16/17,5,"I saw the car we were after on the Audi approved website and contacted Macclesfield Audi , I was put through to the salesman Adrian ball and he dealt with our test drive and purchase of our approved Audi A4 Allroad from start to Finish .. He couldn't have been more helpful or knowledgeable with our questions we put to him and things we wanted doing to the car before we arrived to purchase the car. We drove away in our approved Audi with the confidence and peace of mind that we were buying a car and service we could trust and we very happy with Macclesfield Audi and Adrians help and service through out ...."
3/16/17,5,"The service I received was excellent, I was kept informed, dealt with very politely and could discuss any issues. Items were covered within the annual service package."
3/16/17,5,The staffed gave me a quote fetched the car retuned it clean ...Perfect
3/16/17,5,"I have just bought an Audi A1 from Inchcape Audi in Ellesmere Port and can honestly say the experience was excellent from start to finish I was made to feel very welcome, all my questions were answered quickly and fully giving me great confidence that the salesman (Ian Earle) knew what he was talking about. I would highly recommend this dealership if you are in the market for an Audi. And if you are not, why not, they are excellent cars :o)"
3/16/17,5,"As always at Gilbert Lawton, the work on my car was carried out to a high standard, and within a specified time frame."
3/16/17,5,"Derby staff could not have been more accommodating in helping me choose and purchase my 'new' car within my price rage. Very satisfied -
and thank you."
3/16/17,5,Good service with prompt delivery
3/16/17,5,Had a minor issue with my new Prius. The alarm would go off for no reason. Inchcape got the sensor in quickly and replaced it under warranty. The service was very efficient and the staff extremely pleasant.
3/16/17,4,"Because my car's info is held electronically with this dealership they were not only able to do the Toyota recalls but also note the car was overdue on its service record.

It was an unexpected extra to be emailed a film explaining the work undertaken"
3/15/17,5,rang made appointment for service and recall. quoted price for service all done and recall work.Some additional work required under warranty (oil leaks). Car rebooked for 1 week later all sorted and courtesy car. Price quoted was correct kept informed by email/ text and video of service/ repairs required . I WOULDNT HESITATE TO TAKE MY CAR HERE!
3/15/17,1,"Having had some recall work done, my 2 front tyres show feathering on both the inner/outer rim which put them into the amber colour, and would I like to have them changed when I question the fact that I had only had the vehicle since December, another person came out and said the tyres are in the green and it's down to chip and chunk, vehicle being driven on rough gravel or aggressive road surfaces the vehicle has only been used on motorways and A class roads we have only done 2500 miles.the document I have on this states version has been issued for a change to the affected vehicle range and the Markets this would suggest that Land rover know they have a problem with tyres on these vehicles and are using it as an excuse because they will say the tyres are fine. Having received a video pointing out the feathering and advising the tyres are checked I booked in at STS pro tyres to be told the tyres at 12000 miles are I need of changing but they couldn't understand why the rear tyres where as good as the day they went on. I was told someone would phone me on the 14th no call, I rang on the 15th to be told the person was with a customer and would phone me when free still no call. For a company with a core strategy to put customers first it certainly doesn't. I have a Discovery sport HSE. I sent a mail to Hunters Kings Lynn last night had a reply telling me they would contact me within 2 hours of business hours opening guess what still no phone call at 10:55 this has to be the poorest customer service I have ever received seems they are quite happy to take thousands of pounds from you and them ignore you when issues arise. Should have probably brought a merc instead would have been treated a lot better than this. Would now rate with no stars if available"
3/15/17,5,Excellent customer Service
3/15/17,1,"I went to Inchcape Cheshire Oaks Audi to view a used car. I was enticed by their website that said that offers can be made on used cars. I made an appointment with a sales rep and went to view the car I saw on their website.
The car still needed preparation work as it had dents, scratches and was dirty. I looked past this as the sales rep said the car would be in showroom condition after it had been valeted and prepped.
So I decided to make an offer for the car, the sales rep then went to talk to his manager. The sales manager who was the most arrogant and egotist sales man I’ve ever had the displeasure of meeting said that offers aren’t accepted on used cars. Thus no discounts are ever given. I pointed out that it clearly says on the Inchcape Cheshire Oaks Audi website that offers can be made on used cars. At which point he said that the website was wrong and needed changing. - False advertising by the Cheshire Oaks dealership to get customers through the door.
In total I spent 2 hours driving to the dealership and another 1.5 hours with the sales rep. The only reason I went to the dealership was because it clearly states on their website that offers can be made on used cars.
A complaint was made to the Head of Business of the Cheshire Oaks dealership – I received no response from him. Instead, I got a phone call from one of his minions.
No apology was given, just some feeble excuses as to why they couldn’t honour their internet offer. After going round and round for 10 minutes I decided it was futile talking to him, so ended the call.
I shall contact Audi UK and tell them how Inchcape Cheshire Oaks have muddied their good name and reputation."
3/15/17,5,"I love the new showroom, the people are friendly and helpful. My salesman, Tim, was really helpful and I ended up with a Volkswagen CC that I'm looking forward to receiving as soon as possible. There were a few bumps along the way but with every bump I was kept informed. It was a great experience."
3/14/17,4,"Major service for a 8 year old Golf and fixing starting problem. Very well looked after by Aaron at Exeter who rang with updates during the day. Initial booking contact is with Inchcape call centre in Essex. Rang on the Monday and was able to get booked in on the Thursday. Prices were clearly advised. Also was booked in for a cam belt change at the same time, however Exeter rang the day before and said this was not necessary as the car does not have a cam belt! Starting problem was diagnosed and fixed. Additional work on disc brakes and wiper blades was recommended and accepted. Car was washed afterwards but not polished. Paperwork showed incorrect registration number though despite telling them several times that it was wrong. Exeter VW has a large modern facility with plenty of room for customer parking."
3/14/17,5,Excellent service from start to finish
3/14/17,5,"From start to finish our experience was very good, all aspects of our purchase and part exchange where dealt with very well, Big Thanks to Darren for all his help and clear information"
3/14/17,5,"my car was booked in for its mot, my service advisor was Paul Wyke he went through the procedure with such a professional and helpful attitude that I would certainly look forward to seeking his assistance when I bring my car for its major service later this year, 5star service from a 10 star Paul."
3/13/17,2,After today's experience (that unfortuantely still hasn't rectified my vehicle) I can easily state that this is the second terrible escapade that I have encountered at this servicing dealership. Never again will I take my vehicle here. I would rather struggle to the Warrington dealership than have to struggle with the unorganised chaos that I have been part of today.
3/13/17,5,Helpful staff and efficient service. I would recommend them.
3/13/17,5,"acknowledged,informed and advised of all that i needed to know"
3/13/17,5,"I can only say that our experience at Inchcape Macclesfield has been most excellent, as usual. Many thanks to Gareth in the Service Dept."
3/13/17,5,"Staff very helpful
Kept up to date and informed of any changes ect .
Good personnel service"
3/13/17,5,"Went with our daughter with a view to test drive and buy an A3. Came away having both bought a Q3! Usually find buying a new car quite stressful but I have to say Neil Cameron made the experience a delight from beginning to end. All the staff we came into contact with at Audi Macclesfield were friendly, helpful and welcoming. I would certainly recommend this Audi dealership as one to go to for excellent customer service."
3/13/17,5,"The staff are very helpful and kind, their welcome is so warm and polite.
I was very pleased with the prompt service and the expert engineers who did a thorough checkup on the vehicle. Many thanks again."
3/13/17,3,"Average dealer standards. Silver wheel weights added to a predominantly black wheel just shows lack of finishing standards and care. Not a deal breaker but with expensive alloys you want them to look there best like the other wheels on the car which all have black weights to blend in. Also, not sure why front and rear wheels haven't been switch to give even tyre where (or at least recommend a switch as stated in the hand book). Fronts are obviously wearing quicker than rears but are all well within the legal limits with a few thousand miles left on each. Very quick to offer a cost for replacing tyres instead. Finding somewhere to park is always a problem at Harold Wood, puncture repair was expensive, service was a little pricey for a visual check with oil change and the car wash was appalling (but that's complimentary so can't really complain about that). No complaints with staff, all were polite.
Like most main dealers, it always feels like is about how many cars they can get in and out as quickly as possible."
3/13/17,1,We had to take our car to have it's emissions fixed due to Audi's fraudulent actions. For this privilege we had to pay Audi £15 to cover the insurance on a courtesy car. The courtesy car was full of dog hairs and smelt of wet dog. When we got our car back the battery box cover had not been replaced properly and rattled in the engine bay. The car was running very rough and now misses when accelerating. As with all dealerships you are a King when buying a new car but as soon as you sign on the dotted line you return to being a peasant!!
3/13/17,5,Ricky was top of his game and knowledgable and helpful throughout the process and got me exactly what I wanted with the budget I had
3/13/17,1,"Has been in for 5 days for upgrade to emissions and sat nav,still don't no when it's coming back,was brought back with a fault light on and they thought I would expept it back like that,they did have payment though"
3/13/17,5,Great service
3/13/17,5,"Would expect nothing less from a premium brand dealer and Cooper Durham BMW have always delivered just that.
Cracking car [new M3], cracking dealer. Perfect!"
3/12/17,5,"All staff very friendly and helpful, but not ott"
3/12/17,5,"Inchcape showed themselves to be a company that cares that their customers are happy with their experience of buying a new car. We were treated well and in a friendly way by Richard and Mo.
We would recommend Inchcape for their excellent company values which gave us confidence that they could provide a good deal on a new car and that we would be treated properly."
3/12/17,5,"after looking locally on the Wirral for a VW ,and being shocked at the level
or lack of service and product knowledge from the local VW dealer, , myself and partner Mrs Atkinson went to Inchcape Chester, when we arrived we were greeted by a lovely charming lady, whose name escapes me.
but anyway she then directed us to a sales person Brian Sutton , who was very professional and his approach to the sales process was very informative and professional ,Mr Sutton could not do enough for us so very helpful
Being an ex car sales Executive of many yrs in main dealers, I was very impressed with Mr Sutton and Inchcape VW Chester.
thanks Mrs Atkinson is very pleased with the car
thanks again
Jeff Kitchen"
3/11/17,5,"Everyone was very friendly and helpful. Our salesman, Tony, was very knowledgeable and actually answered any questions we had instead of just telling us what he wanted us to know and tried his utmost to pair us with the car we wanted not the car he wanted us to have, which so many garages try to do.I would have no hesitation in returning and would certainly trust the person we dealt with."
3/11/17,5,"From beginning to final delivery, excellent honest down to earth service from Neil Cameron the Sales Executive. A good experience. Thank you."
3/10/17,5,"Cannot fault in anyway. Staff were very friendly.
Thank you"
3/10/17,5,Easy to book and at a competitive pre agreed price. A friendly and reliable service I would recommend
3/10/17,5,"I dealt with Graham at H. A. Fox in Chester for a Jaguar purchase. I found him a gentlemen, with a no nonsense and honest attitude. It was a pleasure to deal with him.
Thanks
Brendan"
3/10/17,5,The people that handled the booking-in and drop-off were courteous and both procedures were straight forward. My customer liaison representative was friendly and efficient and my car was returned in good time the same day.
3/9/17,5,"Great staff, excellent cutomer service would recommend this Audi garage to anyone"
3/9/17,5,Fantastic garage
3/9/17,5,"Many thanks to Lee in the parts department,fantastic help and service with exceptional parts des patch and delivery times.
Would highly recommend using their service, for any car parts required."
3/9/17,5,The car we wished to test drive was available. Clare was very well informed and helpful. She arranged delivery of our car when we were not able to collect it ourselves. The delivery driver was also very helpful and friendly. An excellent experience.
3/9/17,5,"Brilliant service , Jonathan at Stockport Audi was fantastic and made the process smooth and easy , love our new A6 , the flowers the wife received on collection was a lovely touch
Thanks"
3/9/17,5,Always great service very helpful and a dealer I trust
3/9/17,5,"I have once again no complaints about staff or repairs to my vechicle. I am however extremely disappointed to be informed that the sat nav in my Freelander is unable to have its mapping updated, it was one of my requirements when purchasing my vechicle and I have been forced to purchase an independent device."
3/9/17,5,"trustworthy, and explained everything thoroughly"
3/9/17,5,"Very professional sales executive handled the purchase of my Audi A3 which arrived ahead of schedule, and exceeded my expectations in every way. I was disappointed that the accessories which I have requested were not installed on the car before delivery, but was assured that these will be installed in the next two weeks. I was delighted with the overall experience and would definitely use in the future."
3/9/17,4,Took my car back after discovered a leak in the bottom of the boot it was eventually found that the main rubber seal around the boot lid was faulty and was replaced also had its first mot there also had the brake fluid changed as recommended by them.The service staff ( Loren ) was very helpful and obliging and kept me informed throughout.When I eventually change my Volkswagen Passat I will definitely use this main dealer again.
3/9/17,5,"From my first contact with Maidstone Audi I received excellent service from this dealership. Throughout the entire process of purchasing my new car Dan kept me very well informed at every stage of the process through email, telephone calls and face to face meetings. He was extremely welcoming, friendly, always helpful and patient with me and was never 'pushy'. I felt extremely comfortable throughout my purchasing experience and would have no hesitation in highly recommending Maidstone Audi. And, of course I'm absolutely delighted with my new car !"
3/9/17,1,"Hunters picked up my Landrover for servicing. Told it would be dropped back next day. No car showed late in the afternoon the following day. Tried to call as needed car the next day. Couldn't get through. Eventually left a message to call me with update. Still no one returned my call that day. Called twice in the morning to find out as really desperate for a car. Still at 10:30am no call !!!
Another awful experience with Hunters again. Every time I have used this company has been an absolute disaster. From initially purchasing the vehicle. To two services has been an absolute disaster. Use any other approved Landrover dealer for sales and servicing."
3/8/17,5,"I honestly could not have asked for more. Maybe I'm quite undemanding but all my expectations were very well met. Car dropped off - met with lovely service in good time, really good updates throughout the process, ready when I asked, clean car with all services undertaken.
I had a Ford before an Audi - enough said I think 🙂"
3/8/17,5,Very good service and we were well looked after whilst we waited
3/8/17,4,Good deal. Easy to talk to . Poor parework
3/8/17,5,first class service from HA Fox
3/8/17,5,"My reason for visiting Hunters was for my Freelander's annual service which I have been doing for the past few years.
The booking process is easy and this time I opted to wait whilst they did the service, although I went for a nice walk, I was offered a hot drink and a comfortable waiting area if I chose.
The service was done to my complete satisfaction plus I received a video to my mobile phone showing me around the underside of my car.
I was notified when my car was ready and the paperwork and handover of the car was seamless.
I am totally satisfied with Hunters, enough to buy my third new vehicle from them shortly."
3/8/17,5,"Very good, as always"
3/8/17,5,"Every time I have booked a service or repair to my Jaguar I have had
very good service and always on time.
And at the price they have quoted and if you have a service plan you get
discount on parts and fitting and on a MOT cant be bad.
Yours Alan Graham
A very happy customer."
3/8/17,4,I recently purchased a new BMW 1.8i series car. The experience from start to finish was unbelievable. The service I received was first class. Everything was explained explicitly and covered everything before I left the showroom. Would not hesitate to recommend these dealers. Being a women purchasing a car I was treat with great respect and was treated amicabley. Thank you.
3/8/17,5,"Very good service and very helpful, would recommend."
3/8/17,4,"I decided we were going to buy a new petrol Golf if we got the price I mentally accepted. This was achieved via Kerry Hodder whom we found pleasant, personable and professional throughout. I'm not sure I entirely enjoyed being iPad filmed driving out of the showroom but Kerry did very well.
My reservations concern VAG diesel 'liars emissions' and, whilst our affected vehicles have received relevant upgrades, there remains a concern regarding trust. No one from VAG has, to date, offered any goodwill. This is not acceptable thus the issue remains."
3/8/17,4,"Could not fault the quality of workmanship, the efficiency,or the ability to discuss with the service manager what had been done in the service."
3/8/17,5,"I initially went to Mercedes Benz of Warrington to have a test drive of the latest model B-Class, automatic. This was to upgrade from my existing B-Class, manual 09-plate. Very helpful staff and a decent test drive. In the showroom was a new B-200d AMG Line Premium, Auto. As I was intending to upgrade and this met my requirements, I decided to purchase. The salesman agreed a decent discount as it was pre-17 plate and gave me a good trade-in value for my existing car. We talked through all aspects of the personal lease plan and hey presto.......I bought it. I'm really pleased with the car and very satisfied with the sales team and after sales service. Good result."
3/8/17,5,"Easy to book and wait while MOT, service and tyre change carried out. Free wash'n'vac as well.

Comfortable waiting area with TV, refreshments and wi-fi. I took my laptop and did some work"
3/8/17,5,"You drive a premium type of car, so you expect a premium service from where you buy or have your pride & joy. And that's what you get from Cooper TW, simple as. Premium car, premium service does come at a premium funnily enough!"
3/8/17,4,TO CALL CENTRE TO MAKE BOOKING BUT AFTER THAT EVERYTHING WAS WXCELLENT
3/7/17,5,"Started looking to buy an Audi S3 at Macclesfield Audi in October 2016. The salesman was keen to make the buying process as enjoyable as possible. All conversations where engaging and there was a commitment to answer all questions concisely and any that could not be answered on the day would be answered at a later date and not forgotten about. There where regular video / email updates to plot my cars progress. Projected arrival date for the car was February, and it was, so the car could be prepared in plenty of time. I was happy to receive my car almost a week in to March as I did not want to have a rushed Hand Over. The Hand Over was straight forward and relatively quick with option to take out various insurance options, that where explained to me without pressure to sign up and always with a really good cup of coffee. The car reveal was in a well lit room and the car was immaculate. There was ample time for the salesman to explain and demonstrate the cars options and discus cars in general.
Throughout the whole process all the staff I spoke to, both showroom and technician's where very knowledgeable of the Audi product and would make every effort to make purchasing of my Audi S3 Black edition as enjoyable as possible."
3/7/17,3,"Following research and reviews etc,I decided that I wanted an Audi Q2 without paying new car taxes and went for a three month old ex demonstration model and saw one advertised advertised by Inchcapeaudi in Stockport.

Basically, the sales executive was very friendly and helpful in arranging purchase which was over the telephone and via e-mail etc as I was 300 miles from Stockport. He arranged for the vehicle to be fitted with a towbar prior to collection, at my request and purchase. He also ensured there was a tank of fuel to get me home.

There was no discount because they can sell these vehicles easily but I still went ahead with the purchase. Upon arrival, the vehicle was standing on the forecourt in the rain. Now admittedly to Stockport Audi, this is just a second hand car - 12 weeks old. However to me, at £24400, it was MY NEW CAR. Had I paid less for a new but lesser variant I wonder if the treatment would have been the same. I felt that the corporate attitude was lacking towards someone spending a not inconsiderable amount of money (to me) to the extent that there were not even key fobs attached to the keys.

Would I deal with Inchcape Audii again - NO. Would I recommend them - NO"
3/7/17,5,"Having travelled from Plymouth to Essex I needed to have an alloy gator replaced. These guys were great, managed to get the car sorted really quickly for me. Thanks to all involved, special thanks to Natasha at Service reception. Really professional and efficient team my car was in very good hands."
3/7/17,5,"Bought a lovely A3 Cabriolet from Tetbury Audi. Probably one of the most stress free car purchases thanks to the attention of Kieren in Sales. Car to exact specification, delivered on time, at a competitive price; they even have an 'unveiling' ceremony which added a bit of fun when collecting the car. The slightest query is met with 'come in and have a coffee and we'll sort it' (hasn't been necessary so far) and nothing seems too much trouble. On my experience so far I have no hesitation in recommending this organisation."
3/7/17,5,"I received excellent customer service at Inchcape, no complaints"
3/7/17,5,"I had a 60k service on my diesel Tiguan and the whole experience was excellent, from the booking in to the customer care and return of the car. I particularly liked the healthcheck video which was sent to me prior to getting the car back - very informative. Overall very professional and a pleasant experience all round - well done everyone! :-)"
3/7/17,5,"As always, excellent customer service and absolute professionalism from everyone, and in particular Kieren Bromham and Mike Hewitt."
3/7/17,5,"No pressure, straight forward process for a new car, thanks Nik!"
3/7/17,5,"I found Inchcapeaudi very easy and pleasant to deal with.Both Les Peters and Phil Sidderley looked after me very well( plus all the reception staff). They found me the exact vehicle I was looking for and offered me a good price for old vehicle.
I love my new Audi Q3 !"
3/7/17,5,Spot on in every aspect. Treated with the upmost care and attention from the first visit. Will continue to use this dealership for many years
3/7/17,5,"Picked up, serviced, returned, fuss free, super service."
3/7/17,2,"My Car broke down at work, something to do with a software upgrade. It happen a lunch time, you came out about 3:30 ish finished work about 5:00. But let me know the car had to go in to be looked at and the car was picked up about 8. A car could not be supplied because it was past 5:30 even when I placed the first request for a replacement car before 5:30 so I was left at work until I made my own arrangements. I was told 2 days later it was a software upgrade that was needed and got charged £114, frustratingly the week before it had been serviced (I have a service plan) why was it not picked up. After phoning Mercedes direct I was refunded but even then it took 4/5 weeks and many phone calls between the Leicester branch and the Loughborough branch. All together not a very slick operation."
3/6/17,3,"My car was serviced but having left it at 10.30 to collect at 5pm I was on my way to collect my car when I received a phone call at 4.50 saying that they had finished my service and couldn't find the intermittent fault with my dashboard computer, I was asked if I wanted my car valetted still and I said yes as it is part of my service, I arrived was shown to the waiting area within 5 mins I was told my car was ready , the seats were wet the cleaning of my car was awful , round wing mirrors etc poor vacuuming and it wasn't until next day I saw the result of a rushed valet , areas had been missed totally a mess.The guy on handover knew I wasn't happy at having to wait so a softener of a key ring was given to me but to hand over a wet inside which I stood and dried myself before I left was wrong.i never said anything else I was angry and would have said too much so left dissatisfied"
3/6/17,5,"Thank you George for looking after me and my cabriolet, efficient and personal service ."
3/6/17,5,"Excellent service throughout from taking the car in early to the service desk remaining open late so that I could collect the car. No hidden ""extras"" found re: the MOT Test even though it was close to the expiry date."
3/6/17,5,would highly recommend.
3/6/17,5,"Throughout the whole process of purchasing our new Audi, the staff at Cheshire Oaks were very polite and courteous, in particular Nick our sales person, he was very professional, helpful and knowledgeable, keeping us fully informed of all updates. The service we received was excellent making our experience enjoyable and easy."
3/6/17,5,Friendly professional service
3/6/17,5,"I received a great service from Nathan, would highly recommend."
3/6/17,5,"One of the most professional companies I have pleasure dealing with. From the moment you walk in, till the moment you leave, you have the feeling that they care about you and want to help. Well trained staff and pleasant surroundings make for a happy, comfortable experience. If only all companies were like this. Well done all concerned!"
3/6/17,5,"I was given a loan car without question, I received an update phone call and clear instructions on how to use the bike rack - very happy!"
3/6/17,5,Friendly and professional team who make buying a car an enjoyable experience
3/6/17,5,"Sales Person - Clive Dury was excellent. Nothing was to much trouble.
Very Impressed, down to earth approach."
3/6/17,3,"Golf booked for 1st service and requested return at 12.00. Text and voicemail received just after 12.00 saying car ready for collection. On arrival told not ready and being cleaned. Eventually given keys and told car outside main reception. It was not and took a while to find the car parked away in the middle of other cars. When found driver side had dirty polythene seat cover still there, dirty paper floor cover and dirt on Driver seat. Service Manager inspected, apologised and rectified the issues. However car eventually ready at 12.55, nearly an hour later. To be fair this is the first problem I have had in about 10 years at Inchcape Chelmsford."
3/6/17,5,Pick up very prompt and pleasant and kept in touch with progress. Efficient
3/6/17,2,"A sale condition for the car was that the first service was free of charge. However, Inchcapeaudi not only charged for the service but have repeatedly failed to respond to telephone requests for them to investigate and explain why a charge was taken. Repeated promises that they would phone back, but nothing from them. A very disappointing customer experience."
3/6/17,4,Inchcape Sandhurst have time for customers after they have bought any type of vehicle. Well done ! Toyota
