Date of Exp,Star Rating,Reviews
8/22/18,2,"The service video that has to be responded to is overkill, I would rather a quick call to ask whether works can be carried out. I was not in a position to watch an email in the day.
The prices quoted for items such as tyres are way above competitors.
The tyres weren't in stock but were with competitors.
I was offered a wash and clean in and out. This should be standard practice on a 50k car, not a special. It was also cleaned very badly, not wiped down and, aside from a quick hoover, the inside wasn't touched.
The courtesy car was far inferior. It should be better than my own or at least as good.
I asked them to check a left hand speaker which vibrates at anything over quiet. I was told that it looked fine but at 4pm there were no technicians left to discuss it with.
The net result was I had a regular oil change and a call in corrected in what amounted to a great hullabaloo.
I was also told that I needed both discs and pads very soon at about £650! Having bought the car at 8000 miles from Audi with full cover and been only 11000 miles myself I am pretty shocked to hear that discs are required already.
So all in all pretty disappointed.
Finally, I am not a ""Captain""."
8/22/18,5,My experience yesterday at inchcape was excellent. Everything worked well. I was informed at every stage of my service and Steve was friendly and informative. Nothing was too much trouble. Thanks.
8/22/18,3,"On arriving couldn't find a parking space so had to drive around and wait for one to become free at 9.30 am ?. booking in was slow only one person checking customers in and out that I could see, eventually, the same one lady come to see me and checked me in. I confirmed that the brakes needed attention and a recall outstanding. I also asked for the air conditioning to be checked as I thought it was not very cold in the recent hot weather and after 2 years thought it would need to be regassed anyway. On a collection of my car, I was informed that the brakes and recall had been done but no mention of the air conditioning being checked or regassed. The car was cleaned but found oily black finger marks on the glove box."
8/22/18,1,"If you feel you must buy from this company then triple check before buying a used car from them that it's not a company lease car. This fact was deliberately hidden in our case. The car has been back twice for damage to the bodywork which wasn't immediately visible when we bought it. Having found a damaged cover underneath the car we requested a full check for any further issues. There is in fact damage that should have been dealt with prior to putting it on sale, it would have been impossible not to see this when the broken cover was replaced. Despite several emails and photo of the damage still nothing has been done. It's now been over a month since we first contacted them and our patience has run out. We now intend to have an independent check carried out on the car and then seek legal advice. Buyer beware, once they have your money they don't want to know!

UPDATE on this review. Emailed contactus@inchcape no reply! Still nothing from the dealer either. Not really surprised, didn't expect anything.

Update September 23rd.
Decided to give the dealer one last chance. Booked a service and asked for the damaged unit to be checked out at the same time. According to their Service Technician there isn't any internal damage and its in good working order. Given that the unit is sealed and only a visual inspection was carried out we're left to assume their Technicians are equipped with xray vision.

Looks like we have no other option now than have the independent check carried out.

Note also there is absolutely no point in emailing 'tellusmore' they simply don't reply to them, I doubt they're even read!"
8/22/18,5,All contact was very professional and efficient. The service video I was emailed afterwards was very impressive.
8/22/18,5,"Friendly and efficient staff, plenty of information about the progress of the work on the car and a welcoming atmosphere. Decent coffee too!"
8/22/18,1,Horrendous aftercare when buying from Cheshire Oaks. Having to return to the branch 3 times to fix what should have been done when handing the car over... costing me time and money... we won’t go through the miss selling issue. Which is being dealt with via the Financial Ombusman Service. Still no V5 either!!!!! I can hand on heart say they don’t care about their after service. Once the car is sold the car is sold.
8/22/18,5,Lovely friendly staff could not fault them 10 out of 10 would certainly recommend them to my friends well done
8/22/18,5,"Excellent Service received, Mercedes for Customer Service and Support."
8/22/18,5,I have always received excellent service at BMW Cooper Durham.
8/22/18,5,"Good service

Nice staff members.

Free tea and coffee and WiFi to work whilst you are waiting.

Reasonably fast car service and clean

Would recommend"
8/22/18,3,"Car was booked in at least 6 weeks prior, with a loan car. I received a voice mail message 7.30pm the evening before to state loan vehicle was not available. They did provide a taxi to get me home but this didn't help me for the rest of the day. The service guy who dealt with me was not interested in the problems that they had caused me and made that very obvious."
8/22/18,5,"Great service and friendly staff, would highly recommend to anyone."
8/22/18,3,"Service agent was very helpful on arrival and had arranged the loan car, although there was some confusion over the fee since the work was covered by service plan (Ad blue fill) and warranty (transmission rattle). The loan car we got was almost new but very dirty inside and something sticky had been left on the seat which my wife had to clean-up before sitting down.

We made it clear that we would like to be kept informed of progress so that we could plan the day, plus we had to get on the road home by 16.00. I called after about 3 hours and was told that the car was still being evaluated and I would be notified when it was ready. At 15.00 I still hadn't heard anything so I called again. Only then was I told that a none scheduled oil change was required and I would need to pay a significant sum for this on a car with less than 10,000 miles from new (not coverd by service plan!). I was also told that the transmission noise issue had been diagnosed and a replacement exhaust part would be required which will require another visit.

When we returned to pick-up the car just before 16.00 it was still not ready. We had a discussion on the oil bill and a compromise was made although it was revealed that if the car had been registered two months later the oil change would have been covered by the service plan (this means that LR has determined that this is a common issue!)...

The fee for the loan car was waived but I am not looking forward to another trip to the garage to get the exhaust part replaced. I was shocked at the cost of this part and I am relieved it is covered by warranty.

I have not had these reliability and service issues with my much cheaper Skoda.....LR needs to up their game!"
8/22/18,4,A well organised service experience My car collected by punctual driver with work sheet as requested. Progress reported in morning with video sent to justify need for one new tyre to replace damaged rear tyre. Car returned in excellent condition with service sheet and receipt.
8/22/18,1,"For anything Service-related, expect a painful experience after you’ve booked your vehicle in. The key problem is the model they use whereby you’re allocated a service advisor who is the only person you will deal with on the phone and in person from booking in your vehicle right through to collecting it. In theory this should provide a good personal service however in practice they never explicitly explain that this is their process and the system just doesn’t work at all.

You will arrange times to drop off/collect your vehicle but there is no ‘check-in’ desk in the Service area so you have to hope you can catch someone’s attention. There is a Rentals desk in this area that appears to be linked to Service but the guy sat here will never look up and acknowledge you even if you stand right in front of him and speak. Even then he won’t make eye contact or look up to help you. Perhaps if his role is not customer-facing he shouldn’t be sat here. At this point once somebody has acknowledged you, expect to wait up to half an hour beyond your scheduled appointment to actually see your service advisor. Whilst you wait you will witness several staff walking around together or sat at desks laughing and joking but not helping you as you are not their allocated customer. This doesn’t help with any frustrations you may have due to the delays you are experiencing and were not told to expect.

If you’ve booked a Courtesy Vehicle, expect to see customers with the smallest cars being allocated the largest courtesy vehicles available, whilst if you have a large car you will find that you are allocated the smallest. I’m not sure how this is mutual or logical.

If you’ve had any problems fixed, check that they are actually fixed before you leave, as they are not always, and check for damage as customers have had damage occur whilst their vehicle has been in for work.

The service staff themselves are friendly and courteous but unfortunately they are being forced to adhere to process which are inefficient and non-customer centric.

I can only hope that this dealership reviews customer waiting times and staff productivity so that they recognise there is a problem with their approach and change the model.

As my review is based on two recent visits I’ll be using an alternative VW dealership for all future VW Service requirements."
8/22/18,4,car was collected and dropped off as arranged.Driver was professional and polite. Office staff a bit abrupt on telephone .Engineer issued car/work invoice and findings with the wrong size rear tyres on vehicle-after speaking on telephone with service dept I was informed that the invoice could not be altered-so now my records show my car with different tyres
8/22/18,1,"I took my BMW 520d for a complimentary BMW recall for the rear lightbulbs to be replaced.
Since , I now have a bill of £67.70 for a free of charge recall.
Better still, I now have a ""rear lightbulb failure"" alert after the lightbulbs were replaced . When BMW were called first thing the next morning (found this out after closing hours) that I could have the pleasure of driving all the way back in to have it resolved with a waiting time of 90 minutes.
Better still! This garage now state that the fault code MAY not be there fault.........no words."
8/22/18,5,"Quick, efficient and no messing about. Concocted some kind of deal and I had no complaints. Good work."
8/22/18,5,"I have always used this company and they are easy to deal with, are flexible in meeting your arrangements and return you car very clean and tidy after service."
8/22/18,5,"A fantastic service as always, would highly recommend Inchcape Telford"
8/22/18,5,Took my VW Golf in for its first service. I was met a very courteous member of staff and was attended to at the appointed time. The service was completed promptly and the video that was sent to my mobile was most helpful
8/22/18,3,"Really liked the visual inspection video
Car wasn't cleaned, which it usually is
Collection & delivery driver very helpful/friendly"
8/22/18,5,"Easy booking, clean loan car and easy pick-up. Exactly what I expect when my car needs a service."
8/22/18,1,"My S class is back in for repairs that weren't completed properly by inchcape Ellesmere Port, after my last visit, in which they had the car for nearly two weeks.
Is had almost £2k in repairs to the suspension. When I got it back it was still 40mm low in one corner... No one had stood back to admire their sub-standard work or noticed the scratches to the wheel arches that appeared after being with them..
I then had to wait 2 weeks to get it booked back in... this I did.
That was two days ago at 8am, when they 'hoped' they would put it right.
I then phoned them at lunchtime to check progress, no one had managed to look at it.... then a phone call at 5pm... they need to keep it another day !!
Still not had a call about my car.... although now I can only 'HOPE'

Regards
One of many disgruntled customers"
8/21/18,5,I have chosen for the second year for servicing and MOT. They are very professional and always there to give best to their customers.
8/21/18,5,"Wolfgang Pempe at Inchcape Volkswagen Twickenham was extremely helpful, knowledgeable, and friendly throughout our experience. He explained in great detail the features of the VW Golf, and the process through which we have now gone through to purchase our lovely VW Golf. We highly recommend Wolfgang."
8/21/18,5,Excellent experience very helpul salesman Chris
8/21/18,1,Reception won’t even offer my wife a drink after kids where screaming for a drink because she wasn’t buying a vehicle jus in there for servicing of our Mercedes. Totally unacceptable!!!!!
8/21/18,1,"I dropped my car into Coopers BMW in Waddon for its annual MOT check, I told them that I would wait for the car which they agreed would be fine and that it would take approx. 1 1/2hours. Having arrived at 9.25am for a 9.30 appointment, all paperwork was completed and I sat in the waiting area. Approx 2 hours later, I was asked by a member of staff if I was being seen too. They then went off to check the status of my car and was told they were dealing with the MOT. Half an hour later another member of staff came over an explained that my paperwork had been put in the wrong pile and that they are now doing the MOT and all should be done in approx. 20 minutes. Approx 40 minutes later another member of staff came over and said the car was being cleaned and if I could settle my bill which I did. Then went back to the waiting area. Approx 40 minutes later I had to again chase up a member of staff to ask what was going on as I had now been waiting almost 4 hours. He then went off to check again to return approx. 10 minutes later with my car. This delay caused me to be over two hours late for getting to work which meant I then had to stay extra late into the evening at work to catch up on my own work. BMW were quick to ask for payment for this work but only after 4 hours did I get any kind of an apology. Not once did the original person who served me update me on what was going on or apologise for the delay despite several times looking over where I was seated and even walking past me on more than one occasion. This is an not the first time that the service has been poor but this is certainly the worst I have experienced since I have owned my BMW and one which will probably deter me from purchasing a New BMW next year when I expect to change my car"
8/21/18,5,My Mini Countryman was due a service at Belmont and I can advise everything went smoothly from beginning to end. Andrea who dealt with me was extremely friendly and professional and I was sorted and out with courtesy car in a few minutes. Got call to collect my car and again minimal time to sort me out. Was taken to my car with Andrea holding brolly over us both as it was raining ensuring right up to getting in car I was covered. The car was gleaming and smelled lovely and fresh and was cleaned inside. Fantastic service from beginning to end. Well done!! Very impressed.
8/21/18,5,"A perfect experience, excellent staff , the professionalism, care and attention was second to none. I purchased a new X3. Was guided throughout by Christina who was exceptional.
This the third car I have bought from this company and would highly recommend them."
8/21/18,5,"Just bought a nearly new Mini Cooper from Cooper mini Teesside. We made 2 visits before purchasing the car. We dealt with Adiel who I can’t speak highly enough of. This was the most pleasant car buying experience I have ever had.

Having done a lot of research online, I had a fair idea what I was looking for. Adiel asked our requirements and picked out the cars that fitted the bill. We then visited the following week and made the purchase, again dealing with Adiel who was able to answer our questions. We had a test drive and agreed a deal, I even got a reasonable price for our part-ex which is very rare nowadays.

We picked the car up and so far(touch wood) we are over the moon with it. When we picked it up the spare key wasn’t available. This was delivered to my work by Adiel in his own time.

Very pleased with our experience."
8/21/18,1,"i have been a customer at liverpool merc for the last 25 yrs. ever since.inchcape taken over the customer service has deteriorated.once the car is sold they are not interested any more with you.no one available to answer the queries. no one will return the calls. To add to the injustice recently i bought a GLE displayed milage 15 000 paid 32 k.after delivery i noticed the milage was 24,000.i brought into attention of sales. all i was told we will look into it.i am still awaiting for a answer since may 29th.sales person is a useless guy.but for ashley alfonsa sales manager who is a friend i will never go there."
8/21/18,5,"Excellent service. I was kept informed and car was ready on time. Full marks for the vallet, it was spotless and smelt like new."
8/21/18,5,"Excellent
Very good service Suffiyan was helpful and pleasant .
However our family use a lot of bmw dearlerships and service differs why not make it all uniform just a suggestion"
8/21/18,5,Excellent customer service from first calling to see about getting a mini! Kept me up to date throughout the process and would recommend to anyone. 10/10
8/21/18,5,"Very easy and simple process, the Salesman was very helpful and nothing was to much trouble. The vehicle was prepared ahead of schedule and is a delight."
8/21/18,5,"Great, friendly service."
8/21/18,5,"Very friendly and polite staff & a professional service. I was sent a short video via email of underneath the car showing tyres, suspension etc, picked the car up & it had been washed and vacuumed. Overall extremely happy."
8/21/18,1,"From the very top management at Southport the response is totally unreliable. eg not getting back to you as promised.
It would appear that quality of vehicle can not be relied on, as with service from dealership. There are no procedure in place to deal with customer issues in the event of absenteeism. Persistently told that one cannot expect vehicle with high electronic content, to be correct upon delivery!
This is my worst new car experience in twelve years of new cars. It would seem that the expression ""Right First Time"" is not known or understood by this organisation. Neither is that of ""Customer Satisfaction"""
8/21/18,5,"Great service, would highly recommend Mercedes Southport."
8/21/18,5,I was very pleased with the way they got my car in few days and all the finance arranged . Louis walsh and Melanie hayward at crydon bmw were excellent .Thank you .I am recommending my brother them.
8/21/18,5,Prompt efficient service and friendly too.
8/21/18,3,"Everything was fine & when Steve told us the car was ready & dealt with the paperwork & payment, he returned the key & told us the car had been cleaned inside & out so off we toddled happily to the car.
Oops, the bird muck & cobwebs were still on the outside & it didn’t look like anything had been done on the inside as dust was still on the dash & tops of door panels.
I know the clean is classed as complimentary but if your gonna say your gonna do it I expect it to be done.
Everything else was ok."
8/21/18,5,Sunderland Mini very you can trust
8/21/18,4,Expensive but good service
8/21/18,1,"A genuinely appalling experience in every respect. I purchased a `Signature` RR Sport Supercharged from LR Derby, which when delivered was found to have a list of faults. It went back to the dealership to have all the works carried out a few days later.

After 2 weeks I had to chase them to find out when the car would be returned. I chased (phone calls and emails) several times as no one contacted me, and only after I requested, by email, a full refund under the Consumer Rights Act (2015), of the purchase price and warranty (and 2 months RFL), and copied in the business manager as well as the dealer principal, Adrian Thomas, did anyone actually call me.

I was called by someone from the dealership who I had never talked to before, who told me there was a major problem with the engine, more specifically with the turbo, and it may necessitate a replacement engine. As such, I would receive a full refund.

Of course the RR Sport Supercharged is, well, Supercharged, so does not have a turbo.........

It took several more weeks to actually receive my refunds (one for the car and the other for the warranty and part RFL), again, after numerous calls and emails, including to the dealer principal, who never bothered to contact me. Nice leadership and a quality example of customer care......

To give credit where some may be due, the salesman was very polite and helpful during the process when I was buying the car, which is OK if it is as described and works.

The car may have been a lemon, but the follow up when I discovered it actually was a lemon, was justification for the reputation that car dealers have.

By all means buy a car from these people, just cross your fingers that nothing goes wrong......"
8/21/18,2,"Booked via central booking for drop off prior to 8.15am.
Arrived at 8.05am to be told there was no drop-off and I had to wait in a 6 strong queue for service reception to open.
I explained this was not an option for me and the very off-hand receptionist told me there was no option. When I explained that I had to either cancel the booking or leave the keys as I could not wait for the six people in front of me to discuss requirements.
Eventually I was given an envelope to put the keys in along with my details.
I then received a call advising that the car would be ready at 5pm and the garage closed at 5.45pm. I advised that I would be there about 5.30pm. I duly arrived at 5.20 to be told that the car was being washed and left to wait. No-one came near me for to update or explain further until the keys were brought to me at 5.45 just as the garage closed and was not cleaned on the inside as I was told it would be.
You need to work on your drop off process, the attitude of your receptionist and getting the car ready for the agreed time.
I have to say it all felt a little bit like the customer had to fit around your process and your business which frankly is simply not good enough.
The two star rating is accurate."
8/21/18,5,"Just purchased a BMW 520 M sport from
Bmw cooper Stockton.
Got a great deal from Michael Deo.
Smooth transaction under no pressure at all to purchase had the car ready for me in a couple of days and it looks stunning.
Absolutely over the moon with it

Thank you Michael Deo

Mr jeffreys,"
8/21/18,5,"Excellent Service, literally!"
8/21/18,5,First class service and was kept up to date with the process from booking in a service to collect and deliver . All the staff were very helpful and friendly a big thank you
8/21/18,5,Great personal and professional service from Cooper Teesside in the purchase of my new BMW vehicle. Suvodeep Paul deserves a mention for his support through the whole process. Thank You !
8/21/18,5,Excellent would highly recommend. Service received was brilliant.
8/21/18,5,"There's a reason why I take my car to a dealer an hour away...

Cooper Cobham look after me and my M5 perfectly. I always get told what's going on, I always get told what they have done, what they propose to do and what the implications are, and (this is important) they always listen when I tell them what's wrong.

Plus the coffee is nice and the reception staff are absolutely delightful :)"
8/21/18,5,"I recently purchased an XE R Sport from Inchcape Norwich and the service I received was exemplary. Nothing was too much trouble and the care given on handover was second to none. I could not find fault with any of the staff from the Manager down to the lady on reception. The sales advisor, Blake, is a credit to the company and has to be the best car salesman I have ever met."
8/21/18,5,"We dealt with Morshad Ali in the Used Sales team - a very knowledgeable and patient advisor who understood our needs and pointed us in the direction of the vehicle that was right for us, and then went the extra mile to source the vehicle. Nothing was too much trouble for Morshad. Everything he said he would do he did."
8/21/18,5,"Booked with ease,very friendly welcome,quick service,average clean but overall fantastic service,highly recommended"
8/20/18,5,"Courteous efficient service, the video was a great bonus"
8/20/18,5,"As always, Paul Lacey at Cooper BMW, Tunbridge Wells gave me first class service and attention to detail. Always a pleasure to deal with him and the dealership whom I have been using since they took over the previous business of L&C BMW."
8/20/18,3,"Update 24th August 2018

Happy to say my car is now back with the dealer with a promise to correct everything, they have provided me with a courtesy car in the meantime so for these reasons I have altered my rating which I will update again when I have my car back and all is to my satisfaction.

20 August 2018 Just purchased a used BMW X3 with Coopers at Boldon (Sunderland) paid my deposit when requested dealer sorted finance agreed price and mileage need at 8000 miles per year, a few hiccups along the process on two visits asked to see the car first one I made the trip especially with family to check the car over was told was locked in compound even though this had been arranged in advance anyway apology given along with promise for extra diesel in as recompence (this did not happen) anyway they arranged to have the car brought to my work to view which they did and upon inspection needed some things putting right was told these would be done, went again to sign for finance and had asked to see car again but it wasn’t there was in the body shop, so it came to me picking the car up on Saturday just gone 18th August, was picked up by sales executive as was unable to arrange a lift, good start I thought, got there to find all work hadn’t been done but was assured would be booked in on Monday to do this, also during signing all the paperwork asked for confirmation of finance arrangement again was told 8000 miles allowance per year requested a copy was told it would be sent to me from the finance company separately.

Received details from the finance company yesterday to find out dealers had put through mileage allowance at 6000 miles per year, no good to me at all bought the car at 8000 ! So called first thing this morning was told Sales executive was off this week so requested for the Sales Manager to call me after explaining what the issues were, by 1.30pm still not heard from anyone so called again asked for Sales Manager only to be put through to my Sales Executive, was surprised he was there he said he had called in on his time off to finish off paperwork and was sorting out booking my car into the body shop, I then told him about the mileage issue he confirmed again that 8000 miles was agreed and that he would sort this out also and get back to me, I would expect this to be sorted straight away as this is miss selling to me very unprofessional and not impressed at all have a feeling I’m being fobbed off which is just not on from a reputable dealer at all, so we will see what tomorrow brings, will update this post then but not holding my breath ! This car is a treat to myself for my upcoming 50th Birthday and this service is starting to taint this.

Update.

I have emailed Inchcape at 11.50 am today 21/8/2018 in response to their reply below and currently awaiting a response from them, not heard at all from the dealership"
8/20/18,4,"Quick, efficient service and good communication... much improved."
8/20/18,3,"Service side of my experience was very positive, however, dealing with sales side not at all positive.
Enquirer about looking at an X4, staff couldn’t have been less interested, left standing for a while then asked to sit and wait. Told to help myself to coffee, however, next customer had coffe made for him, wondered what I had to do to have mine made for me instead of having to make my own? Drank the coffee, sat for a while and not one person let me know what was happening so got up and left, not one member of staff approached my and asked why I was leaving, just watched me walk out! Possible sale of an X4 lost guys!"
8/20/18,5,We were very pleased with the service we received from the staff the salesman we dealt with was Kevin Perera he was very knowledgeable and nothing was to much trouble I would be very happy to recommend BMW Croydon to our friends and family
8/20/18,5,"I would like to give Audi Macclesfield, and in particular Neil Cameron a 5 star rating. Throughout my dealings with him he was courteous, patient and extremely knowledgeable - Thank you Neil I love my new Q3!"
8/20/18,4,"Great service from all at the loughborough branch!
Only down side is the wash my car received.. smears and water marks all over the outside of the car.. awful damp smell when we got back Into the car and the the tyres hadn’t even been washed they were still dirty. It’s now need to be washed again. Really disappointed with that part other than that everyone at the Loughborough branch was warm welcoming and friendly"
8/20/18,5,"Really great experience, selected car of choice throughthe Mini website enquiry, got a response from Jamie at Cooper Ipswich the next day, went to showroom, Jamie was armed with his figures for the car I thought I wanted only for me to walk in and see another car that I liked better! Jamie took it all in his stride, and I walked out the showroom with a brand new car just a week later. The service I received was excellent and I would not hesitate to recommend a trip to Cooper Ipswich and also can’t fault Jamie for his dedication to helping me get the right car and the right deal."
8/20/18,5,"Excellent service from BMW Colchester whilst my car was in for a service and MOT.

As a company car driver for the last 25 years the service I have received from many other manufacturors when my cars have needed work of any sort has often left me feeling second class to privately owned car drivers. This certainly was not the case at BMW. First class from start to finish and will play a big part in my decision when choosing a new company car."
8/20/18,5,had car serviced and mot polite service collection and delivery on time.only complaint is they are expensive but as stated good reliable service from all staff
8/20/18,4,Very good Audi dealership.
8/20/18,5,The service we received was second to none from start to finish so professional would definitely recommend them...Audrey Atchinson
8/20/18,1,"I can't quite believe such a bad service can come so naturally, so I can only assume Mercedes Liverpool must be providing training to be this bad. The list of bad experiences is endless for me and I do not want to bore you, but as a summary, they do not answer the phone and they do not return your voice mails and if you eventually manage to speak to someone, they promise a call back and do not call. I love my MB car, but the service behind the car is like torture. So much so that I will never have another Mercedes again. I did try Mercedes Chester and they were possibly even worse. I then looked at the reviews for Mercedes Warrington and they are also terrible. I did complain to Mercedes direct but they sent me an automated response that shown they did not even read my email. So clearly, Mercedes just do not care. As an example of the bad service I have received, my car went into the garage 5 times to have the same fault fixed under warranty. Each time they would drop the car back to me saying it was fixed and I would get in the car and it was not fixed. The driver would then say it was nothing to do with him and that I would need to get it booked in again. Strangely, the 5th time I took the car in myself and said I would not leave until it was fixed and miraculously, it got fixed. Another issue was some oxidization of the paintwork. I was told that I would have to pay for this as it was not covered under the warranty, as it may have been caused by the cleaning fluid in the car wash. The bill would be over £2000. So the message here, if you buy a Mercedes, never clean it. Another issue was with the tyres. They collected the car and then phoned me to tell me the tyre had a small split in the side and that it needed a new tyre. They did not have a tyre to match the car so I said I would get it somewhere else, they then explained they would not return the car then. So they picked it up without checking the tyres and that was fine, but would not return it without me paying to have an odd tyre fitted. And by the way, the tyre price was £220 and when I got a price for the exact same tyre from my local garage, it was £140 fitted. I did mention this when the car was next in and the response was that they cannot get the tyres that cheap, so I showed them on my phone where I could order just the tyre for £120 and they said they had to use their own supplier. Is this not crazy? So I have learned the hard way. I wanted the first few bad experiences to just be bad luck on my side but it is not the case. So I will swap my car soon to get away from this frustrating so called service and I will never return, which is a shame as I do like the cars. Clearly, many other people have had a bad experience like me and I can’t believe Mercedes just do not care, this is not the same for other car manufactures and I can’t believe Mercedes get away with it. Well not with me anymore. Note: I could provide many more bad experiences but they are all just the same concept. The only good experience was when they were taking my money when I bought the car. One last thing, you may wonder why I have not posted earlier, this is through fear of my car being ill-treated. Since they lie to me constantly, I have no idea what bad behavior they are capable of so I have waited until I am ready to sell the car. I know, this is a terrible way of thinking but it shows how little trust I have with Mercedes service."
8/20/18,5,I was really impressed. Service very good and professional. Good value for an excellent product
8/20/18,2,"Sadly, and unusually in my experience, this service did not go well. Given where I live I need a courtesy car, so when I booked I asked for the first date one would be available and therefore booked August 17th (some weeks ahead). When I checked in at 0800 on 17 August I was told that the courtesy car would be a ""problem"". I protested as it had been promised and was given one. In the course of driving home I was called by Coopers to say that car had in fact been sold, so would I come back and change it. Which I did. I called back at 1500 to ask when the car would be ready, only to be told that it would be the following day as the workshop was very busy. I protested (it was a small service!!) and asked to speak to a member of management. They said one would call back but no one did, so I headed to Cobham at 5pm. On the way I got a call saying the car would be ready at 6.15pm. So I waited and got the car back, unwashed, then. While I was waiting I could see the lady I had dealt with. She did not talk to me, and put on her coat at 6pm and went home. If instead of telling me my car would not be ready she had just said ""we have a real problem here, could you possibly help us and wait for your car until tomorrow??"" I would probably have agreed, but this needs just a little bit of customer service thinking. Instead she had said ""well, you have got wheels anyway, so it's not a problem, is it?"" Well actually yes, especially going through all that had happened, it was indeed a problem as I had other things to do the following morning!!"
8/20/18,5,I was very pleased with the treatment we received. They were very pleasant and went out of their way to be helpful.
8/20/18,4,"A Service for my E Class. Service advisor Dave was excellent as always. Only downside was the car was not given a complimentary wash. Not the end of the world buts it’s small touches like that which I expect from Mercedes Benz every time, not sometimes."
8/20/18,4,"I found Cooper Malton very helpful. The sales guy Billy was honest and very approachable
I was happy with the deal I got on the car and the cars condition
However I was a little disappointed with the handover as I thought it was unprepared I only collected 1 key as the whereabouts of the spare was unknown at that time
I did not feel the car had been fully valleted inside as the chrome pack was pitted and not clean and there was an old coffee stain next to the gear stick the vallet was poor
There was also other info I had to go back the next day to ask ie service info and breakdown cover
But overall it was a pleasant buying experience"
8/20/18,4,"Car picked up and returned.
Arrangements very smooth with no fuss.
Not giving 5 stars because car was not washed or vacuumed which I have had at other dealers."
8/20/18,5,Excellent efficient service. communication is great.
8/20/18,5,"Very helpful service department staff and fully explained what was being carried out on my car.
Will use this dealership again"
8/20/18,5,"Great experience, friendly, fast and they fixed a few other minor decor issues as part of the service.

I have always been impressed with the service at mini Chelmsford.

Thanks to all."
8/20/18,2,Ridiculously over priced
8/20/18,5,"Good experience with service. Didn't wait too long for paper work, got coffee in the morning :)"
8/20/18,5,We were very impressed with the overall customer service at the Lexus garage in Leicester. Bilal was extremely courteous on reception and Josh was an excellent salesman. Would thoroughly recommend this company to anyone.
8/20/18,5,"I bought my new ‘used’ Mini direct from the Sunderland branch. From finding the vehicle on the Inchcape website to delivery, I couldn’t have asked for better service. Special thanks to Grace for guiding me through the process and answering all my questions as I did not actually view the car in person as I live in London. Also thanks to Gary ( hope I have the name right) the driver who delivered the car, for his patience in showing me all the controls etc. I am very pleased with my new purchase."
8/20/18,4,An inconsistent rattle in a car is not always taken seriously by service teams but I found sincere courtesy and a resolution to the problem.
8/20/18,5,Had a good service and MOT.
8/19/18,5,"Excellent service wouldn't shop any where else , these guys go above and beyond to look after you."
8/19/18,4,Very helpful for us at a time of need.
8/19/18,5,"Excellent work.The two year old Golf Match came back looking and driving like a brand new car.
The collection and delivery of the car was also faultless."
8/19/18,5,Mercedes Kidlington picked up our car for service and returned same early afternoon as requested. David Johnson was very courteous and helpful.
8/19/18,5,"Everything went very well, I felt comfortable buying from this company. The only downside was after spending so much money on the car, I then had to pay another £150 on car mats which was a let down for me."
8/18/18,5,"Thanks to all at Mercedes in Warrington for great customer service. Espectially Martyn from the Servicing team.

Wouldnt't hesitate to take my car back for work in the future."
