Date of Exp,Star Rating,Reviews
12/6/17,5,"great service, from the experts."
12/6/17,1,Recently had my service booked with the coventry Mercedes branch was told i would have a free life check of the car and it would be a express service no longer then 1hr 30mins. But it took over 3 hrs to get back to me and no report was sent to me (normally a video sent to my email or phone) so not sure what exactly i paid for. Wont be using them again rude staff and never kept informed!
12/6/17,5,Excellent coverage from start to finish. From the reception to pick up I cannot fault the service
12/6/17,5,"Always very helpful!
I have had 2 cars from Volkswagen Chelmsford and I have always had a great service."
12/6/17,5,Great Customer service and speedy response to my infotainment problem.
12/6/17,5,"The first year service on my C Class Convertible was carried out efficiently & promptly.
Specail mention to Jack Williams of MB Stratford for his courteous & efficient service. Nothing was too much trouble and the car was ready for collection on time. My nearest MB dealership is MB Leicester but having visited both showrooms I would not hesitate to recommend MB Stratford for sales & service - well done."
12/6/17,5,Excellent service and very helpful staff.
12/6/17,5,I had 2 new tyres fitted at Inchcape. The service and advice I received from John was exceptional. My car was also cleaned and vacuumed out. I will be returning in the future.
12/6/17,5,"Great support by the dealer Jon, very professional and great customer service, we will return. Thanks guys."
12/6/17,5,"Great service. Telephone to book, listed items wanted serviced when I got there all those items had been detailed on paperwork no need to repeat. Jobs done promptly and to high quality. Picked up a cleaner car and running smother. Top marks thank you"
12/6/17,5,My experience both before and after purchase has been brilliant. I dealt mainly with Nadia and Ben and I would not hesitate to recommend them and Mini Cobham.
12/6/17,2,"This dealership doe's not communicate between departments. Assured car was serviced in April 2017 when purchased, stamp in book, but transpires that salesman got it wrong, service not done but illegal stamp in service book. I had phoned previously over this issue as VW kept emailing me to say the car required a service, to be assured by the salesman that the car had been serviced and not to worry. So what turned out to be a quick Brake Fluid change turned into a service as well. To be fair the service was free but doe's not distract from the facts that this dealership is poor with its documentation and communication."
12/6/17,5,"Helpful professional staff, excellent service"
12/5/17,5,very friendly helpful service every time
12/5/17,2,"I took my car for MOT and service I did mentioned that left corner light is not working and was told it will be checked. when collected the car the same message appears again that left corner light is not working. I thought one of the things they do for MOT is checking all the lights.

Staff are very nice and friendly"
12/5/17,5,"I recently purchased a 1 series BMW from Coopers in Norwich, I cant thank Michael enough. From buying the car to collecting it the service was excellent - I purchased the car late on a Friday afternoon and it was ready to collect by the Monday! I would strongly recommend!!"
12/5/17,5,"All went exactly as it should have done and even better when they finished my service early
Could not fault them"
12/5/17,5,"Excellent experience, great coffee!
Even the man cleaning the cars was friendly and helpful
Service reception as usual were welcoming and helpful"
12/5/17,5,Superb service I rang the dealer on Friday and my car was booked in on Monday completed by the afternoon and vehicle was also valeted. The Service Advisor went through the work carried out and the VHC was fully explained. 10 out of10 Lexus Derby.
12/5/17,5,"Having use Cooper Mini York for the last 9 years for purchasing & servicing cars, i would have no hesitation in recommending them."
12/5/17,2,My phone calls were never returned. By accident i learned that my car (4 months old) was subject to a recall.
12/5/17,5,Good service.
12/5/17,5,"I was seen promptly at the agreed time of arrival. I had changed my mind about leaving the car all day and would have liked back sooner although offered that I had made a mistake on the booking. While we were looking at other cars, the assistant came over and mentioned that a cancellation had allowed them to look at the car immediately and return it within a couple of hours. Perfect - and lucky."
12/5/17,5,"Excellent service as always. Every time I visit the showroom I am treat with courtesy and integrity. Who can ask for more.
All work was carried out and even a video was sent of the inspection.
Many thanks."
12/5/17,5,Excellent customer service all round. Staff could not have been more helpful.
12/5/17,4,Martin was very helpful on what was clearly a busy day for the service Dept. Thought my bill was reasonable so perfectly happy.
12/5/17,5,"The property is always clean tidy, staff are so friendly and helpful and look after you so well, I have never been to a better garage."
12/5/17,5,Excellent quick service with polite staff
12/5/17,5,"Excellent service all round, collected car in the morning , phone call during the day, with update of progress of work. Also received . e-mail containing video of our car on the ramp and the Technician showing us round the car and pointing out any problems. VERY PROFESSIONAL . Car delivered back at end of the day after wash and vacuum."
12/5/17,5,Excellent throughout!
12/5/17,5,Did what they promised. Impressive hire car. Vehicle washed and hoovered.. I like the fixed price idea.
12/5/17,5,"From the moment I arrived to leaving.
The staff were welcoming and, courteous and most helpful.
What would take place was explained.
Whilst waiting I had coffee.
I was sent a video of the examination of my car, with points to notice regarding tyres, windscreen wipers etc.
The work undertaken was completed and and car also cleaned.
I have no hesitation in recommending Coopers Motors.
P. Gornall;;"
12/5/17,5,"Excellent and courteous service, emailed a video of the visual vehicle health check and pointed out other areas that might need intervention. A very good service from start to finish."
12/5/17,4,"Could not park very easily. Was told it would take about an hour to winter check and vac and clean. I was waiting 2 hours.
Although I am keen to have my car serviced and checked by Mercedes I found it very difficult to drive from here as I am new to the area.



I"
12/5/17,5,Excellent service as always
12/5/17,5,"Had problems with a flat battery. Thought a new battery was needed. Booked a battery check and fitment of new battery if required. Got prompt attention and was told the battery was in good order, a full charge would solve the problem. The lady I dealt with was most helpful, friendly and polite. The service I received was at no cost."
12/5/17,5,"I have an old Audi and recently had a major service & cam belt change, from this I was offered a free MOT for the rest of the cars life and accepted, passed MOT with no reported faults, my car was washed and hoovered beautifully and it didn’t cost me a penny, there was even a lovely cup of coffee, I waited ijust over an hour and my car was ready. Very efficient and friendly service 😃"
12/5/17,1,"Shocking service through and through at Cheltenham.
Having purchased a BRAND NEW Golf earlier this year, I've had a series of issues including catastrophic failure of an ECU and now ongoing issues with the clutch, I'm having to fight to get them to do anything about it - I have to do all the chasing to make anything happen, I've been LIED TO by one of their service managers about what he'd said could be done after the last lot of issues and to be perfectly honest, if I could, I would ask for all my money back as it's daylight robbery. Don't bother going here if you expect a company with ANY integrity."
12/5/17,5,Excellent customer service and communication
12/5/17,5,"Good communication , kept me informed regarding costs, could not fault."
12/5/17,2,"BMW Service.

Despite expressly telling the assistant I needed the car by 4pm when I dropped it off at 8.30am, I was called at 15.59 to be told that the service had just been started and I should come and pick it up between 5-5.30. No apology or explanation. Not impressed."
12/5/17,5,Excellent service from the two James’ at Customer Service desk also thanks to Kate at reception. H.A.Fox have certainly raised their profile.
12/5/17,5,"Excellent service. Promot, kept informed. Ready as advised.
This is for Mercedes Pride Park, Derby."
12/5/17,5,Service carried out efficiently and quickly. Cannot fault it.
12/5/17,5,Went out of their way to sort out the problem with my car. Very efficient and not as expensive as I expected for a full franchise dealer.
12/5/17,4,"Sorry to say I was not very happy
1) I have left my car for service Also wheels balance and alignment
I have been told should be ready between 17:00-18:00hrs that was fine I have had three phone calls to tell me progress of the work
Then I had another call today the technician is happy to let me car out it ready to pick up left home five minutes later had another call to say
We have made a mistake my car will not be redy till after 18:00 hrs or after
So I had to returned home waited till the next day to get my car
2) the car I have been given for curtesy car is discras dirty from outside and inside the back seat full of squashed crisps...."
12/5/17,5,"Always go the extra mile, fantastic to deal with. Nice upstairs business lounge to wait in. Free courtesy car always available if booked in advance (decent car given as well). Had many services etc here any couldn't fault any."
12/5/17,5,"Seamless service. Thorough, quality and friendly."
12/5/17,4,Had first oil change for my TTS yesterday . Total cost £243. Was asked if I wanted a quote on arrival but refused it. Have not had this question before. Job cost was £77.43 and oil cost £13.99 but disposal of oil charge £87 ! I find this amazing and something of a rip off. Car has only done just over 9K and 14 months old.
12/5/17,5,Excellent in every aspect.
12/5/17,5,"Very pleasant experience, staff very polite and friendly, couldn't do enough for you. Professional service, can't fault it, my car was ready ahead of time and the complimentary vehicle health check video is a great little extra."
12/5/17,5,Great service and reasonable price.
12/5/17,5,"My recent experience of having my car serviced at MB of Warrington deserves a five star rating. I found the attentive way I was treated refreshing and the requests I had made were all attended to on the day.
I chose to have a loan vehicle while mine was in for service and this was duly provided. Before I left the dealership I was advised that a video inspection of my vehicle would be sent to my email address. It was, and it was an honest appreciation of the underside mechanical state of my car. Outside of the service I had my two rear tyres replaced, a new fuel filler cap fitted - because I managed to snap the tethering cord, and my rear number plate replaced - looking a bit weathered.
I received notification from the dealership when my car was ready and at the handover was taken through the service done and the additional items. The car had received a complimentary wash and vacuum after it’s service so all in all I was very happy with the work done and the customer service extended to me."
12/5/17,5,Great customer service all round. Work carried out efficiently. Car looked like new after valet.
12/4/17,5,Excellent customer service. Left feeling extremely satisfied that all issues had been resolved.
12/4/17,5,Excellent Service and very friendly staff - Thank you very much!
12/2/17,5,"The before, during and after service has been amazing. Everyone there works as a team and they really make the customer feel unique. Fabulous guys and a beautiful car! Thanks Steve, Alan and Chris."
12/2/17,5,As usual first class and very nice welcome from you front desk
12/2/17,3,"This dealer doesn't really do anything badly but it doesn't excel either.
You get a friendly greeting from a resident elderly gentleman on arrival, there is a free vend drinks machine and its easy to access the dealer as its close to the A12. But parking is limited, the waiting area is only adequate and the 'service' experience is ordinary.
I visited twice in the last two weeks and both times I was tested in finding a parking space. More of a concern is that the advice / information / quality I get from the servicing department isn't exceptional. As an example I left after my first visit being told my front tyres were all ok (although I knew they had uneven wear and mentioned it) and on my next visit a week later (I was back as two new wheels were needed under warranty that had to be ordered in) I was told my tyres were a bit of a concern!!! And on this second visit the wrong wheels were first fitted with my tyres and only when they wouldn't go on my car was it evident they were the wrong ones, in fairness they were apparently the same style but surely a BMW technician would have checked the wheel size first! Then when I did leave i noticed one of the caps on my TPM valves was missing and I had to go back in to the service department to report it. I expect better from BMW. So as I say, it does ok but its not what I regard as BMW quality or the experience I would expect from a premium brand."
12/2/17,5,Excellent- very nice staff and manager. I’m enjoying my new car. Thank you Denil
12/1/17,5,"Amazing service received from Roddy at Cooper BW Croydon, took my 435 for minor checks. Exemplary service , Thank you"
12/1/17,1,"I took my car into the Coventry branch for a routine service on 27/11/17. The staff all seemed pleasent enough but the overall customer service was somewhat underwhelming.

The courtesy car fuel warning light was on red straight away. With my destination only 14 miles away I thought I would get there and then put some fuel in on the way back. It doesn't seem unrealistic to me to assume that they had left at least 30 miles of fuel in the tank. However, half way on my return journey the car completely ran out of fuel. Luckily I was only 500 yards away from a petrol station. I managed to move the car off of the road but didn't quite make it to a car parking space. I ran over to the garage, bought a jerry can, filled it up and ran back over to the car.

Rather disgruntled at this point I made it back to the dealership and explained to the lady what had happened. She sympathised with me but couldn't really offer any sort of complimentaries. Whether or not she passed the message on to her superiors is anyone's guess.

Mercedes Benz make world class cars. However, with my recent experience at Inchape Coventry, I am unsure whether I would purchase another Merc in the future."
12/1/17,1,"Having booked my wife's with this dealership because they were able to offer a ""better"" service than the local dealer I am so far hugely disappointed and regret the decision.
We have booked a routine service and understand that this will ordinarily work its way through the sausage machine in its own good time but when trying to contact the person ""looking after"" our car today I have so far drawn a blank. I've left a couple of messages and called 4 times now only to be told that he is ""just away from his desk"" or ""with a customer"". And of course no-one else is available to talk to me either.
I was informed on the last call that he would be ""with others customers"" for some time and at least half an hour. These other customers are ""walk-ins"" from what I was told.
Tell me, why should they have priority and why should I have to wait for there to be a lull in activity before I get to talk to anyone?
Apart from the fact the poor woman on the phone had to put up with me ranting at her, this is a waste of her time and absolutely absurd.
My wife needs to unexpectedly leave early to get our daughter from nursery - not the dealerships issue I agree but to not even be able to talk to someone to get a progress update and see if anything could be done is unforgivable.
So having called again around 2 hours after first calling and being told an ""urgent"" message has been sent out to all staff to call me as soon as someone becomes free I'm sat here 3 hours after making my first call. I try again. This time no-one answers and the line goes dead.I try again and eventually someone answers. I am greeted with a tone a recognition and this time my contact is going immediately back to his desk. I ask has he spoken to my wife to which I get a confused response to say that he hadn't heard anything and should he have.
He claims that he has had NO messages, even checked the system and NOTHING on there!
Someone is not telling the truth here folks.
Anyway turns out that they are waiting for a ""master technician"" for our car - everyone else must be getting the standard treatment but because of this it hasn't even gone into the workshop yet but its OK because it is next! I’m reassured that it will be done as quickly as possible and should be back by half five.
Half five comes and goes but no sign of the car and NO call. I call them again but it rings out. Try again and another poor lady had to endure my rath but speaks to the service manager who promises a call back in 10 minutes. I wait.
25 minutes later I call back and am told all management have left for the day but I can speak to our contact who is looking after us. I ask him where my car is and he says he just got the paperwork. I ask why he hasn’t had the decency to call me and update me since it wasn’t completed when he said but I’m told he was busy with other customers. Lucky them.
I can’t really find the words at this point but let’s just say I’m less than amused. We then speak to a senior advisor who agrees the car can be released and returned to my wife, who is still at work waiting for the car!
Not a single proactive outbound call to me the customer. Not a single promise was met.
Perhaps they have too much work so think it’s ok to treat customers this way or perhaps they are just incompetent. I dont know but my advice would be to go elsewhere and not try to find out for yourself.
Inchcape Group you should be ashamed!"
12/1/17,2,"Audi A5 Interim Service, Brake Fluid, Air Con Service and Tyres @ Crawley Audi.

Went to pick-up my A5 in the evening after a long day at work as agreed only to realise that the wrong tyres had been fitted. Despite explicit instructions about wanting the same tyres as fitted on rear axle (Pirelli P-Zero) I found myself arguing with the Customer Agent about her telling me off that Pirelli P-Zero 'Rosso' are the ones fitted on my car, at the back - fairly convenient since these are the ones Audi had fitted at the front.

Of course, after telling her 4 times(!) in the showroom that she was wrong, we went outside to check my car and oh, surprise surprise! here she was red-faced and confused.

No other choice than to come back the next evening, again (with an extra 30 miles travelling done, here) to argue with her again about the amount of diesel left in the tank. Bearing in mind I had already topped it up the evening before as expected (thinking I'd pick-up my car and go) I didn't do so the next evening after their mistakes and all extra miles and time and inconvenience etc..etc..

Fair to say that at this stage I was pretty fuming to say the least and got to speak to the supposedly Customer Care Manager; who was an absolute delight. Not. Sitting down in front of me with a long face she clearly thought of herself as a self-important person. No apologies and literally couldn't have been less clued-up about what providing top customer service entails. An absolute waste of space also challenging and upping an argumentative situation in the middle of their showroom.

The most beautiful part of this is that I had already dealt with her a year or so ago when she was herself only a Customer Agent - she had messed up one of my services and I had, at the time, had to raise a complaint about her.

Two things are certain here: 1/ I was foolish to ever trust them again after my first complaint; 2/ I'm done with Audi Crawley and that's that.
What an absolute and total shambolic customer experience.

You've now been truly advised & warned!"
12/1/17,5,"The service from start to end was faultless. The extras, attention to detail and personal attention go a very long way and put a smile on your face. The whole process is at the top of being the best service I’ve had."
11/30/17,4,"Friendly and helpful, you just have to carefully check the paperwork to ensure it reflects the promises made."
11/30/17,3,"The only part I can criticise would be returning to my car after a wash to such a state. My paperwork/presentation that was on the OSR seat was thrown across the whole back seat, crumpled and unusable for a meeting I had later that day, the NSR foot mat wasn't even put back, just pulled up and left. The drivers foot mat wasn't secured or retuned in the correct position which became wedged under the clutch pedal halfway down the road.... Its all about the little things in life, it has been on my mind since, not impressed."
11/30/17,5,Salesman (Ian O’Shea) listened to what was required and delivered to us what was needed. Clear sales language and had the information to hand when questions were asked. After sales call was received.
11/30/17,5,Excellent Customer Service. Provided a free courtesy car whilst waiting for my new mini to arrive. Very pleased with my new car.
11/30/17,5,"The Representative, David Bennett was excellent"
11/30/17,5,"Excellent service when purchasing my second car from this company.
The Sales staff were very helpful from Test Drive to handover."
11/30/17,5,"A3 Service. Excellant.
Auto courtacy car due to disability.
Thanks Audi Stockport"
11/30/17,5,"quality operation , excellent service"
11/30/17,5,"Sales person was very friendly and excellent service... good atmosphere..
I wish I had a bit more discount on my car.."
11/30/17,1,"Oh dear, I bought my wife a new Disco Sport in March, from the King's Lynn branch. I developed an electrical fault which immobilised the vehicle and the dashboard was the proverbial disco itself, we were recovered from the motorway, it was checked out and no fault found, even though the AA man had 66 faults showing on the A can. the fault happen again and it went back to the Kings Lynn workshop again no fault found, the very next morning after only 5miles had been driven the fault happened yet again propelling my wife through a red traffic light, that was two months ago. I have rejected the car since, and am waiting for a replacement, but that was two weeks ago and no news. It is not beyond the wit of man to act in an expedient and professional manor to sort this issue out. 1 The car is dangerous. 2 They don't know how to fix it. 3 No one seems to have any concern for the customer.
Having been without my car for two months, and having rejected it two weeks ago I would expect the replacement date by now"
11/30/17,5,"Good Service. Prompt, helpful, no excessive pressure to take additional products."
11/30/17,5,"I had a fantastic experience on the 28th November 2017. I took my car in for an update and the two guys dealing with myself and the car were fantastic, they went above and beyond for me and made my day. I will be recommending them (paul g and Paul s ) I think . Thanks guys"
11/30/17,1,"Bad first experience with inchape Toyota ( derby )
I have recently relocated to derby and thought it makes sense if I service my Toyota in derby .
The process itself was ok / straightforward and my car has passed the MOT straight away .
On my first drive after the service I started to hear a heavy noise from the car . 2 days later , I was called for feedback and I mentioned that and I was told someone will call me back . That never happened .
I called myself today and I have spoken to Simon ( service advisor ) who mentioned like 5 times that there might be a diagnostic charge of 66 pounds ... really ? My car just passed the MOT and was serviced and costed me more than 300 pounds ( if I remember correctly ) . Anyway the earliest he can send his driver to pick up the car would be Thursday and guess what , anytime between 8-12 .. he wants me to take a day off just to wait for the driver to pick up my car . That wasn’t the case the first time . When I was told the driver will call me the day before to set a time .( which has happened )
Clearly Simon wasn’t interested to help or willing to engage and find solutions ( his final
Reply was ... sorry it’s our policy )
So disappointed by the service .. not impressed at all and currently I am in the process to put a formal complain.
**** update***
I had the chance to discuss the issue with the derby branch and apparently SIMON , the guy I spoke with initially is located in the call entre and not at derby branch . My initial complaint was against the way Simon dealt with the issue .
they will kindly collect my car on Tuesday ! Further updates on Tuesday ..."
11/30/17,5,Excellent service provided. Efficient service in collection and service of the car. Very professional method of reporting and communication of the work carried out and the condition of the car
11/30/17,1,An absolute nightmare and very distressing to drive away in your new car feeling dissatisfied and stressed I'm sure is not the correct protocol... A complaint has been lodged
11/30/17,5,Very prompt and helpful would recommend for service department had my mot. Staff are very friendly.
11/30/17,5,Excellent staff and service plus a nice environment in the new showroom.
11/29/17,3,"The booking arrangements for my MOT and service were managed professionally making it very easy to plan in advance around my job. I arranged for a courtesy car and explained that an Aygo (which I had been given the previous year) would not be appropriate as I carry bulky equipment for my job. I was offered a Yaris as this was the only other option. Still small but I thought i could manage.
On the day of the service I was shown to the courtesy car, firstly it was an automatic, where mine is manual. I have driven an automatic years previously so although slightly nervous I did take the car. However, on testing the brakes found them to be extremely sensitive, to the point that I was unable to drive the vehicle safely. I drove a short distance in the Yaris, but felt the sensitivity of the brakes made it dangerous so turned back. Anthony, was extremely helpful in finding me another vehicle very quickly, unfortunately the only one available was an Aygo, which I had specifically said would not be suitable because of my job.
I do feel the Yaris was not suitable for the needs of a manual gear shift driver unused to automatic and unused to driving different vehicles, and as an experienced driver do feel the sensitivity of the brakes was far too extreme.
I was late for work, stressed and felt that despite early booking, my needs were not catered for.
When I arrived to collect the car, the work undertaken was fed back to me, unfortunately the gentleman that was sorting this out was unable to tell me if the front tyres had been resealed as i requested. There was no record of it being done and no one was able to confirm either way. I was informed i would be called the following day by Anthony to let me know if the re-seal had been undertaken. I didnt hear from Anthony. I'm sure I'll find out when my tyres deflate!.
All in all, as a loyal customer, I felt that despite the professionalism of the team as a whole my experience this year left me feeling stressed, unsatisfied and late for work."
11/29/17,5,Great experience - good communications and friendly pleasant staff.
11/29/17,5,"In the past I have always felt that staff were not interested in the customers in fact I have walked out after waiting for over 15 minutes to be seen. This time however was different, someone has got hold of the staff training and turned things around. It was a pleasure to be there."
11/29/17,5,Excellent in all aspects. Thank you such a positive experience.
11/29/17,5,"Mini york have looked after our family now for a good 8 years maybe! I personally have always delt with different sales people each time but that has never bothered me, This time Adam was great, really professional and it felt like he really wanted to get us the right deal for our family. He wasn’t pushy(which I hate) and he didn’t pressure us into anything, even when it took us ages to decide whether it was a good idea to upgrade! He let us hash it out.
You always feel looked after once you’ve left and you always feel like they personalise your experience. A really, really great team."
11/29/17,5,Good service
11/29/17,5,"Excellent dealership, another good experience from Inchcape, service department (Stuart) this time, always friendly, helpful, knowledgable & efficient."
11/29/17,5,Great service
11/29/17,5,Eddie was knowledgeable and informative
11/29/17,5,"Car service excellent, very courteous and convenient."
11/29/17,5,"Great service, Tom was friendly, honest and above all, helped me find the perfect car that was right for me!"
11/29/17,5,"Welcoming, friendly & professional staff. Comfortable waiting area with refreshments"
11/29/17,1,"Not that impressed with customer service innthis occasion . Had a problem with a locking wheel that not coming off took the car into local dealer purchased new wheel nuts but thought they would have changed the wheel I was having problems with while they removed the problem nut , it would have taken them 2 mins with all the specialised equipment but they didn’t and told me I would have to book an appointment, clearly not easy to return for a 2 minute Job which they could ah easily done ! It took more time to tell me and explain why the didn’t do it !"
11/29/17,5,"Good honest service. Everything done as requested, car returned spotless. Got to the bottom of an ongoing fault other garages couldn’t diagnose. Excellent customer service from the word go right through to collecting the car after two days. Realistically charged and no pressure in up selling parts not required."
11/29/17,3,"Collection of the car let the overall rating down. Advised the car would be collected before 10am. Collection happened at 10.15am.
Thereafter everything was great."
11/29/17,5,"Took my car for a recall for passenger air bag my Toyota is thirteen year old witch I think is real costomer service, was made a cup of tea and really made welcome thank you.

,"
11/29/17,4,"Overall a good experience. Did the job quickly and without pain. Reception desk was not properly staffed though, nobody there for 10 minutes after I arrived and had to wait."
11/29/17,5,Great speedy service. Excellent coffee while MOT and car clean carried out. Highly recommended.
11/29/17,3,"Finally Mercedes have realised that there are women who can afford to buy their cars.
The female Receptionist and The lady in charge of the admin were superb. Much better than the men I have experienced in this role in your Birkdale show room"
